id,archive_by_user,city,created_at,desc,image_count,mileage,platform,price,title,type,year
124,False,Mashhad,Friday 01AM,"گوشی بسیار تمیز 
کم کار
با مدارک کامل",2,NA,mobile,320000,گوشی هواوی جی ۷۰۰,NA,NA
171,False,Mashhad,Friday 06AM,سالم.تمیز.با3عدقاب فانتزی.رنگ سفید.حافظه داخلی 8.دوربین13 باخریدارواقعی کنارمیام$NUM,1,NA,mobile,7000000,گوشی  J7    4G,NA,NA
205,True,Isfahan,Thursday 05AM,گوشی کاملا تمیز بدون هیچ خط وخش باطری سالمه سالمه تازه اپدیتش کردم ١٦گیگه مشکیه اگه یه خط روش پیداکردی ماله خودت اصلLLA.لوازم کارتون شارژرو..معاوضه باسونی zوz1واچ تی سی هم رده سوالی داشتید یا عکس خواستید پیام بدید فقط$NUMقیمت برا فروشم400هندزفریاش شکسته خودم هنذفری میزارم روش,0,NA,mobile,400000,اپل ٤ ١٦g  معاوضه با سونی و اچ تی سی خوب,NA,NA
249,True,Qom,Wednesday 07AM,"گوشی با آک هیچ فرقی نداره فک کن داری آک میخری با ضمانت نامه دوسیم ۳۲ گیگ رنگ سورمه ای خاص سالممممممممم و و تمیز بدون هیچ خط و خشی خیلی تمیز هرچی بگم کم گفتم لیبل ضد ضربه و خشم داره روش با یه قاب خوشگل
قیمت 1690 گوشی فوق العاده سالم و تمیزه واقعا به قیمت گفتم
تمام وسایل کامل و اصلی و فابریک حتی سر نوک های قلمش روشه
ضمانتم داره هرچیم خواستی تستش کن
تعویض و شرایطی ندارم فقط نقد
هرکی بخره سود کرده گوشی آکو به قیمت پایین تر میخره پس قیمت پرت ندید چون قیمتو خیلی خوب گفتم
توضیحات کامل دادم فقط واسه خرید تماس بگیر
یاعلی",3,NA,mobile,1690000,نوت 5 دوسیم در حد آک فوق سالم و نو,NA,NA
280,False,Karaj,Wednesday 02AM,گوشی سالمه تقریبا 7 ماه دستمه خیلی هم ازش راضی ام تازه ی هفتست ی شارژر فابریکی هم خریدم 45تومن، میخوام بفروشم ایفون بخرم,2,NA,mobile,700000,گوشی سامسونگ نوت3 ن او,NA,NA
297,False,Karaj,Monday 10PM,گوشی الجی فوق العاده تمیز رنگ سفید  دوسیم کارت دوربین8 فوکوس اتومات کیفیت عالی  صفحه نمایش 5اینچ 16میلیون رنگ حافظه داخی 8گیگ کیفیت دوربین عالی  اندورید5.2 پردازدهMediatek MT6582 حافظه رم 1گیگ دارای هدست شارژ کارتن وقاب زد ضربه پشتیبانی از فرمت های تصویری  Xvid/MP4/H.264,1,NA,web,500000,LG L Bello D335,NA,NA
383,True,Qom,Monday 08PM,"سلام علیکم 
فروش یک عدد گوشی موبایل سامسونگ نوت 4 سالم و تمیز بدون خط و خش با لوازم تکمیل و گلس و قاب ژله ای 
حافظه 32 و سری اچ 
قیمت مقطوع،  ولی به جای تخفیف یه باطری نو به خریدار تقدیم میکنم 
معاوضه فقط با گوشی سامسونگ اس 5 دو سیم",2,NA,mobile,950000,گوشی نوت 4,NA,NA
389,True,Isfahan,Sunday 06AM,گوشی بدون خط و خش نو نو تایوانی اصل تضمینی میدم، سه ماه کارکرده، سالم سالم به همراه گارد و گلس,2,NA,mobile,720000,Htc one m8 در حد,NA,NA
768,True,Shiraz,Friday 05AM,"سلام اس 6 رنگ گلد در حد نو واقعا عالی هست 32گیگ فقط, فروش یکو 150 این گهی تکراری نیست با تشکر از دیوار",0,NA,mobile,1150000,s6.32g,NA,NA
967,True,Shiraz,Tuesday 04AM,فکر کن داری گوشی نو میخری در حد اک قول هواوی 8 هسته ای قدرتمند رم اجرایی 3گیگ حافظه داخلی 32گیگ قابل ارتقا تا 128گیگ دوسیم4Gهمزمان دوربین فوق العاده 13مگاپیکسلی وسلفی 8مگاپیکسلی عالی دارای حسگر اثر انگشت فوق العاده حساس  بهترین رنگ گری صفحه 5.5اینچی فول اچدی صدای استریو بدنه کاملا فلزی قابل معاوضه قیمت پرت ندین نوش الان 1100هست .,0,NA,mobile,790000,گوشی هواوی G8مدل 4G(معاوضه ای),NA,NA
994,True,Ahvaz,Sunday 11AM,"سامسونگ جی ۵ محصول سال 2015 گلد 

کاملا سالم بدون خط و خش در حد آک 
فورجی 
یو اس بی میخونه 
قیمت مقطوع 
تماس از طریق واتس و تلگرام و اس ام اس",2,NA,mobile,500000,سامسونگ j5,NA,NA
1267,True,Karaj,Monday 06AM,"گوشی نوکیا 105 آکبند هندی با شارژر اصلی
تحویل در تمام نقاط کرج با پیک رایگان",1,NA,mobile,60000,گوشی نوکیا 105,NA,NA
1312,False,Shiraz,Sunday 07AM,این گوشی برندهست باصفحه۵اینچ چهار هسته حافضه۸گیگ دوربین جلو۵ وعقب۸ باسرعت اینترنت فوق عالی اندروید۴.۴.۴ قابل ارتقا به۵.۱واسه تنوع میخواستم معاوضه کنم باهمرده یاالجی یاسامسونگ و..تماس بگیرید,3,NA,mobile,260000,اسمارت برندccitمعاوضه با,NA,NA
1533,True,Tehran,Saturday 05AM,گوشی سالم سالم با تمام لوازم  و کامل,1,NA,mobile,185000,هواویG510,NA,NA
1546,True,Karaj,Friday 03AM,"گلگسی A9 سامسونگ نو
حافظه32 
6 اینج 
دوربین 13
دوربین جلو8",1,NA,mobile,350000,گوشی سامسونگ گلگسی A9 طرح,NA,NA
1567,False,Tehran,Friday 02AM,"32 گیگ | 4G | رنگ : تیتانیوم | دو سیم | 2 سال خدمات گارانتی | فول پک همراه با Q-COVER & PROTECTION FILM ، CAM PLUS 
دو ماه کار کرده کاملا سالمه سالمه +  هدست استریو بی سیم ال جی مدل Tone Platinum HBS$NUM
$NUM
قیمت مقطوع مقطوع، بدون معاوضه و اصلا جدا نمی فروشم  و برای خودم همش$NUMتموم شده",0,NA,mobile,2000000,Lg G5+LG HBS-1100 Headset,NA,NA
1749,True,Tehran,Sunday 03AM,ال سی دی تعویض شده،لوازم با جعبه,5,NA,mobile,900000,Z5 Premium,NA,NA
1889,True,Ahvaz,Monday 10PM,این گوشی رو خودم ٤سال پیش خریدم کاملا سالم ولی اندروید نیست استفاده ازش ندارم میخوام بفروشم فقط تماس بگیرید پیامک جواب نمیدم باتشکر,1,NA,mobile,50000,گوشی استار٢,NA,NA
2027,False,Isfahan,Saturday 10AM,"یک عد گوشی Sony z2
lcd شکسته ولی هیچ مشکل دیگه ای نداره",1,NA,mobile,250000,Sony z2,NA,NA
2159,True,Shiraz,Wednesday 07AM,"گوشى هواوى G8 ٣٢ گیگ
سنسور اثر انگشت
دو سیم کارت
٣ گیگابایت رم
٦٤ بیت

کیفیت صفحه نمایش 401 ppi و ٥.٥ اینچ
4G

دوربین اصلی 13 
دوربین سلفى 5
هندزفرى تا حالا استفاده نشده
حدودا ١٠ ماه گوشى استفاده شده
بدون ضربه و خط و خش
به اندروید ٦ ارتقا داده شده",2,NA,mobile,800000,هواوی G8,NA,NA
2354,False,Tehran,Thursday 06PM,جعبه مشکیه stv100-4 شارژ وایرلس خودم از کانادا اوردم 4 روز مهلت تست میدم,2,NA,web,1400000,پریو,NA,NA
2546,False,Mashhad,Wednesday 01PM,"ظرفیت 16g
بسیار بسیار تمیز
قابل مقایسه با آکبند
به ازای هر ایراد که از گوشی یا لوازم داخل جعبه بتونید بگیرید ٥٠/٠ تومان از قیمت کم میکنم
اشانتیون : 
١ - یک عدد  apple id با مشخصات خریدار
٢ - پک کامل نرم افزار و بازی",4,NA,mobile,2000000,آیفون 6s,NA,NA
2583,True,Tehran,Thursday 03PM,سلام یک عدد سامسونگ اس 4 با لوازم اندروید 5,4,NA,mobile,420000,سامسونگ s4,NA,NA
2604,True,Isfahan,Thursday 04AM,کارکرد :2ماه .فقط تماس گرفته شود ب این شماره:$NUM,2,NA,mobile,60000,گوشی موبایل نوکیا 108Dual sim,NA,NA
2921,True,Shiraz,Friday 12PM,گلد.۶۴ گیگ.بسیار تمیز و سالم.پک اصلی LL/A آمریکا.ریپک و رفرش نیست.گلس سه بعدی ۶۰ تومنی و بک کاور.با گوشی هم معامله میکنم,0,NA,mobile,2250000,iphone 6S plus 64,NA,NA
2985,True,Tehran,Saturday 07AM,"32 گیگ' با جعبه و لوازم جانبی' فقط تماس
تعویض نمیکنم",2,NA,mobile,255000,گوشی ایفون 4,NA,NA
3159,False,Tehran,Monday 06AM,کارکرد یک ماه,2,NA,mobile,1950000,گوشی s7 edge,NA,NA
3312,False,Isfahan,Tuesday 06AM,اخرین مدل ایفون 4نو نوتمیز بدونه خش,0,NA,mobile,500000,ایفون 4نو اصلی یک ماه کار 32گیگ,NA,NA
3390,False,Tabriz,Monday 02PM,"سلام 
گوشی نو در حد صفر تازه خریدم ،حتی یه بار هم باهاش زنگ نزدم،راضی هم نیستم از فروشش، از هر دو طرف ضد خشش نو هست یه ضد خش اضافی تو جعبش داره،شارژ کن اصلی خودش و هندزفری هم همینطور....خریدار واقعی بزنگه.
اطلاعات گوشی رو هم تو سایت ها سرچ کنی می بینی که چه امکاناتی داره.",0,NA,mobile,1250000,Sony z5,NA,NA
3525,False,Tehran,Sunday 02PM,"گوشی دمو هستش و سیم کارت نمیخوره
رنگ گلد در حد اکبند بدون خط و خش
فقط تماس پاسخگو هستم لطفا پیام ندید ممنون
با تشکر از دیوار",1,NA,web,900000,نت5 دمو,NA,NA
3635,False,Mashhad,Thursday 08AM,"گوشی اصلی هست
واسم کادو آوردن",0,NA,mobile,2570000,اپل 6s 64 گیگابایت آک,NA,NA
3662,True,Ahvaz,Tuesday 06AM,سلام گوشی هواوی پی هشت لایت سیاه حافظه گوشی 16گیگ اندروید 6ودوربین 13_مگاپیکسل گوشی به شرط تمیز وهیچ تعمیری نرفته با تشکر از سایت دیوار,1,NA,mobile,450000,گوشی هواوی پی 8لایت,NA,NA
3696,True,Mashhad,Tuesday 07AM,"با سلام
نوت ۵ دوسیم سورمه ای ۳۲ گیگ گارانتی اینتر تا ۹۷/۰۲ 
کمتر از ۱ ماه کار.
با ذره بین هم نقطه پیدا نمیکنی چه برسه به خط و خش.
لوازم جانبی تکمیل.
شماره سریال کارتن و گوشی یکی است.
قیمت ۱۷۷۰ تخفیف ندارد.
حدود ۴۰۰ زیر فی نوش زدم.
یا معاوضه با A$NUMکاملا بی خط و خش باشه.
لطفا فقط پیام بدید.
$NUM",0,NA,mobile,-1,فروش یا معاوضه نوت۵ با A5 2016,NA,NA
3806,False,Mashhad,Wednesday 01PM,"در حد آک ٣٢ گیگ 
لوازم کامل
فقط نقد
معاوضه ندارم 
ممنون دیوار",1,NA,mobile,700000,Apple 5c در حد 32,NA,NA
3916,False,Mashhad,Friday 01PM,"لومیا 920
ویندوز10
دوربین 8
سیم کارت 4g
حافظه32گیگ 
فقط گوشی رو از مالزی واسم اوردن کارتن نداره ولی تضمینی میدم ک خیالتون راحت باشه تخفیف جزیی به خریدار واقعی
ممنون از سایت دیوار",1,NA,web,300000,گوشی نوکیا لومیا920,NA,NA
4114,True,Mashhad,Monday 05AM,"گوشی سالم بدون خط و خش گارانتی هم داره 
هم میفروش هم معاوضه میکنم
تلگرام پیام بدید، یاعلی",0,NA,mobile,650000,هانر5x,NA,NA
4195,True,Tehran,Tuesday 02PM,سلام .گوشی سالمه و تمیز 8 ما گرفتمش با گارانتی اینترنشنال .4 ماه از گارانتی باقی مانده.با 1 سری شارج اضافه..قابه اورجینال هوای داخل کارتونی.همه چیزش اکیه سالم سالم به شرط.فقط فروش.فقط تماس س جواب نمیدم .دیوار جان تایید کن مرسی,3,NA,mobile,300000,هواوی Y6.   3g با گارانتی,NA,NA
4239,True,Tehran,Thursday 05PM,گلد ١٦ گیگ بدون خط خش با محافظ صفحه 3D با لوازم فقط هندزفریشو گم کردم پست هم میتونم انجام بدم با تشکر از دیوار,3,NA,mobile,1400000,ایفون6 پلاس,NA,NA
4311,True,Tehran,Sunday 07PM,"معاوضه با بازی ps4 هم دارم، اسم بازی هاتونو برام بفرستید.
گوشی تمیزه .
جعبه دارد .
شارژر دارد .
هندزفری ندارد .
دکمه قفل گوشی سفت شده، ولی کار میکنه دکمه زیاد کردن صدا هم کار نمیکند .
قیمت صد و ده هزار تومان، ۱۱۰ هزار تومان، به خریدار تخفیف هم داده میشه.
معاوضه با بازی ps4 هم دارم، اسم بازی هاتونو برام بفرستید .",2,NA,mobile,110000,گوشی موبایل HTC ONE V,NA,NA
4430,False,Tehran,Wednesday 01AM,"پک کامل همراه جعبه و هدفون و شارژر و...
تمیز و بدون خط و خش (در حد نو)
تماس با$NUM",2,NA,mobile,-1,galaxy ace,NA,NA
4454,True,Isfahan,Monday 04PM,"گوشی نو 
اصلاً با هاش کار نشده
تمیز و عالی 
الآن قیمتش تو بازار حدود ٨٠٠ هزار تومان است
فقط دو سه روز کار کرده
تخفیف هم شاید دادم",5,NA,mobile,570,HTC Desire 820G+,NA,NA
4515,True,Mashhad,Tuesday 10AM,"سلام
گوشی سالم بدون خط و خش
بدنه فلزی
دوربین جلو و عقب5و سلفی2مگا پیکسل
هر دو دوربین فلش دار
فول اچ دی
یک ماه کار کرده
نت4gت
تک سیم کارت
کارتن و لوازم موجود است.
از200کمتر نمیدم لطفا درخواست تخفیف ندهید.مقطوع
باتشکر از دیوار",2,NA,mobile,200000,سامسونگA5فول کپی,NA,NA
4523,True,Tehran,Friday 03PM,"گوشی  اکبند بسته بندی هنوز باز نشده
به مشتری تخفیف میدم
",2,NA,mobile,3400000,Iphone7 128 blackjet,NA,NA
4604,True,Isfahan,Sunday 11AM,گوشی کاملا سالم و تمیز ...بدون خش...هنذفری آک...دارای پاوربانک مخصوص سامسونگ فست شارژ(به ارش$NUMتومان)...32 گیگ...۲ سیم کارت...گلد..فقط نقد,4,NA,mobile,1950000,گوشی گلکسی s7 edge (بخونید),NA,NA
4796,True,Tehran,Monday 06AM,"5S16درحد 
کاملا نو
در حد فقط دو سه لکه داره
باتری ال سیدی عالی
کم کار 
با3قاب گلس
شارژر هنسفیری اصل 
کارتنم داره
واقعا کم کاره
تخفیفم جزعی پای معامله در خدمتم",4,NA,mobile,1050000,5s16درحد,NA,NA
4820,True,Tehran,Monday 12PM,"گوشی تمیزه البته یکم خط و خش داره ولی زیاد نیست
سفید رنگ و 16 گیگ با تمام متلقات 
اندرویدش هم$NUMکردم
بدون کوچکترین ایراد
فوری فروشی ب دلیل اینکه پولشو بدم برای شهریه دانشگاه..",2,NA,mobile,330000,گوشی سونی z کارکرده,NA,NA
5334,False,Mashhad,Saturday 02AM,"گوشی تمیز هستش 
یک باتری اضافه هم براش خریدم 
کیف و شارژر هم داره",2,NA,web,120000,xperia mini,NA,NA
5456,False,Tehran,Sunday 02AM,نوت 3 مدل فورجی ساخت کره باطری ژاپنی cpu 2.3 حافظه 32 و رم 3 گیگابایت اندروید 5 . با وسایل کامل.گلس و قاب ژله ای سالم با مهلت تست.,2,NA,mobile,850000,Not 3 N9005,NA,NA
5578,True,Ahvaz,Friday 03PM,"گوشی فقط یک روز کارکرده با نو مو نمیزنه 
فقط پیام پاسخگو هستم
32 گیگ
رنگ سورمه ایی
ساخت ویتنام",0,NA,mobile,1450000,سامسونگ ادج s6 آک,NA,NA
5702,True,Isfahan,Sunday 01PM,"فروش گوشی های 
samsung galaxy j5
samsung galaxy j7($NUM)
قیمت های عالی و مناسب
قیمت j5 در بازار:$NUM
قیمت ما:$NUM
و
قیمت j7(2015) در بازار:$NUM
قیمت ما:$NUM
قیمت j7(2017)در بازار:$NUM
قیمت ما:$NUM
تمامی اجناس ما اصل بوده و چینی نمی باشد.میتوانید امتحان و تست کنید.",2,NA,mobile,700000,فروش گوشی samsung,NA,NA
5849,True,Qom,Tuesday 05PM,یه گوشی ساده میخوام نوکیاباشه،قیمتشم از25تومن بالانباشه،ممنون,0,NA,mobile,25000,درخواست گوشی ساده,NA,NA
5966,False,Tehran,Tuesday 10AM,گوشی اکبند هست تخفیف جزیی,1,NA,mobile,3490000,iphone$NUMLLA,NA,NA
6045,False,Isfahan,Sunday 09AM,گوشی کامل سالم پشت گوشی یکم خش داره ولی سالمه قیمتشم خوب زدم 24 ساعت تست ضمانت میکنم,2,NA,mobile,350000,گوشی موبایل سونی t2,NA,NA
6095,True,Shiraz,Wednesday 10AM,بدون کوجکترین خط و خش .نو نو هست .دوربینش فوق العاده عالی .همه جیزهاش هم سالمه.,3,NA,mobile,350000,کوشی اج تی سی نو نو,NA,NA
6321,True,Ahvaz,Friday 09AM,گوشی سفیدرنگه..حافظه ۳۲ گیگ..سریi.که گرونتره.. خیلی ازش راضیم مشتری واقعی تماس بگیره تعویض نمیکنم..فقط فروش..واتساپ پیام یدید,1,NA,mobile,1100000,سامسونگ a8,NA,NA
6332,True,Tehran,Saturday 08PM,"سونی زد ۵
رنگ گلد
32 گیک
خیلی تمیز
نقطه رو گوشی نیست
سه چهارماهه خریدم
سالم سالم همه جوره تضمینش میکنم
هندزفیریش هنوز باز نشده
مشتری بیاد لطفا
از فروش به دلال معذورم
عکس بیشتر هم توی تلگرام
لطفا پیام بدید ، جواب میدم
یا حق",3,NA,mobile,1250000,"sony , z5 , gold",NA,NA
6474,True,Mashhad,Saturday 03PM,"گوشی تمیزه
مموری خوره
هنزفری هم داره
خریدار واقعی تماس بگیره",1,NA,mobile,80000,سامسونگ مدل gt-c3050,NA,NA
6937,True,Tehran,Sunday 05PM,این گوشی اکبنده اکبنده..اصلیه می تونین  هر جایی ک بخواین هم نشونش بدین تقریبا 140 هزار زیر قیمت اصلی می فروشم .با مشتری واقعی هم کنار میام,0,NA,mobile,2670000,گوشی اپل +6s نو اکبند 64 گیگ,NA,NA
6979,True,Tehran,Monday 12PM,گوشى اپل ٥ سالم سفید ١٦,0,NA,mobile,-1,اپل ٥,NA,NA
7054,False,Tabriz,Friday 06AM,گوشی بدون هیچ ایرادی هست صفر این گوشی 480 تومنه اندروئید$NUMداره  دوربین 5 وفلش دار سلفی هم داره و دوسیمکارته هست تخفیف پای مامعله به اس ام اس جواب جواب نمی دهم فقط زنگ. با تشکر,3,NA,mobile,200000,اچ تی سی عالی بدون خط و خش,NA,NA
7279,True,Ahvaz,Thursday 02PM,"در حد آک با گارانتی
یاحق",3,NA,mobile,1300000,الجی وی10 تکسیم 32,NA,NA
7473,True,Karaj,Thursday 05AM,"سلام. گوشی صفر و‌آکبنده...فقط در حد نصف روز ...این کوشی فرق داره و j710f هست.. ۱۶ گیگ و دوسیمکارت و رنگ گلد دارای گلس و فاکتور معتبر و گارانتی کامل.. ضمنا ۴جی هم هست
صفحه نمایش عالی super amo led
بسیار زیبا و شیک و خوش فرم با پردازنده قوی
همین گوشی در سایت دیجی کالا ببینید نزدبک یک میلیون پولشه(۹۸۰هزار)
صدتومن زیر قیمت میدم‌که بره",0,NA,mobile,800000,سامسونگ گلکسی j$NUM,NA,NA
7605,True,Tehran,Tuesday 09AM,"با سلام
گوشی از نظر سخت افزار و نرم افزار سالم , لوازم کامل ,lla 
مرداد ماه خریداری شده و فاکتور نیز موجود می باشد.
با تشکر",3,NA,web,2550000,iphone 62 plus 64g,NA,NA
7890,True,Tehran,Sunday 03AM,"ان مدل و دیگه همه میشناسن احتیاجی ب توضیح نیست
سی پی یو اسنپدراگون 4 هسته ای 2500
دوربین 4 التراپیکسل
دوربین جلو 5
16 گیگ
4جی تک سیم
افزایش رم تا 128 گیگ
فول پک هستش کیف و ژله ای و 2 تا شارژر توی خود پک میباشد
گوشی ب دلیل آلمینیومی بودن خط خش دارد توی عکس مشخصه قیمتشو خوب زدم ولی ب خریدار ی تخفیف کوچیک میدم
فقط تماس
اس ام اس جواب نمیدم
یاعلی",5,NA,mobile,500000,ام 8  اسنپدراگون 2500,NA,NA
7895,True,Tabriz,Monday 05PM,خیلی تمیزه کم کارکرد دو سال بود فکر میکردم گمش کردم ولی داخل قوطیش توی انباری بود خریدار واقعی تماس بگیره ممنون از برنامه دیوار,2,NA,mobile,190000,گوشی سامسونگ s DUOS,NA,NA
7995,True,Tehran,Sunday 03AM,"گوشی سری اول ایفون از خود امریکا خریدم -LL/A-سفید 16-در حد خط وخش کم-تمامی وسایل کامل -باتری 1 روز راحت نگه میدارد-با1 تا قاب-محافظ صفحه تازه انداختم روش-هیچ مشکل نرم افزاری نداره -ios$NUMاخرین ورژن(فرو رفتگی پشت گوشی  داخل جیب بوده بر اثر فشار کلید که تو جیبم بوده اینجوری شده!) گوشی هیچ مشکلی نداره پس!
قیمت مقطوع لطفا فقط اسمس بدین (زنگ نزنین !!)
فقط برای فروش میباشد!!
ممنون",5,NA,web,600000,iphone5-16,NA,NA
8082,False,Isfahan,Wednesday 03PM,توضیحاتش کامل تو اینترنت هست.کاملا سالم و بدون هیچ عیب ومشکلی .تماس و تلگرام پاسخگو هستم .,2,NA,mobile,-1,گوشی سامسونگ s5260,NA,NA
8085,True,Shiraz,Monday 11PM,"گوشی ایفون 5 رنگ مشکی 64 گیگ با وسایل کامل و کارتن 
گوشی اصلی هس بدون هیچ مشکلی 
چندتا خط و خش کوچیک دورش داره
قابل معاوضه با گوشی دوسیم کارت مدل 2016
درصورت جواب ندادن لطفا اس بدید",2,NA,mobile,730000,✔گوشی ایفون 5 رنگ مشکی 64 گیگ✔,NA,NA
8151,True,Tehran,Thursday 02AM,"گوشی در حد و تمیز همراه با ٢عدد قاب
هنذفری استفاده نشده
لوازم کامل
پارت نامبر آمریکا
انلاک فکتوری
لطفاً فقط تماس بگیرید",2,NA,mobile,1680000,گوشی iphone 6-silver 64 gig,NA,NA
8429,False,Tehran,Sunday 08PM,گوشی کاملا نو و سالم می باشد،به شرط ٤٨ ساعت مهلت تست میدم,0,NA,mobile,930000,5s. 32g,NA,NA
8464,False,Isfahan,Sunday 07AM,1 سال کارکرد-  blue golf design,0,NA,web,-1,گوشی galaxy s5,NA,NA
8491,True,Tehran,Wednesday 07AM,بسیار تمیز در حد آک با تمامی وسایل ایرپاد آک lla,5,NA,mobile,1850000,iphone 6s plus 16 gig,NA,NA
8591,True,Karaj,Sunday 02PM,این گوشی دو ماه است خریداری شده و بدون هیچ گونه خط و خش و بسیار تمیز واستثنایی است,0,NA,mobile,150000,گوشی موبایل سامسونگ سریAC4,NA,NA
8643,True,Ahvaz,Tuesday 01AM,"یک روزه خریداری شده.
پردازنده Mediatek MT6755 
رنگ مشکی،
دو سیم کارت (نانو سیم کارت)
CPU  8 هسته
 2 گیگاهرتز Cortex-A53
    مقاوم در برابر خط و خش glass
    اندازه
$NUMاینچ (~76.1% نسبت صفحه نمایش به بدنه)
    مولتی تاچ
سیستم عامل نسخه 6.0
 درگاه حافظه
    microSD، تا 200 گیگابایت (dedicated slot)
    حافظه داخلی
$NUMگیگابایت
    حافظه  RAM 3
  دوربین اول21.5
	جلو 16",2,NA,mobile,1100000,گوشی سونی xA ultra,NA,NA
9061,True,Isfahan,Sunday 01PM,"سامسونگ کور,,,,دو سیم$NUMدوربین ۵ میگاپیکسل،،،،،
۴ اینچ,,,,اندروید۴/١،،،،
با کارتن+شارژر+هندفری+برچسب ضدخش
سالم سالم بدون هیچ ایرادی",3,NA,mobile,200000,گوشی موبایل سامسونگ,NA,NA
9219,True,Qom,Tuesday 04AM,فروش چهار عدد گوشی سالم سونی زد در حد نوکیا در حد نو فقط تماس پاسخگو هستم,2,NA,mobile,-1,گوشی سونی زد نوکیا سامسونگ ال جی,NA,NA
9277,True,Kermanshah,Monday 09AM,"گارانتی دار
تک سیمکارته
۳۲ گیگ گولد
فقط یه خش کنار قلم گوشی هست که تو عکس هم مشخصه
کارکرد یه ماه 
محل بازید یا خرید=جوانرود و روانسر
واسه تخفیف اس ندین به هیچ وجه پایین تر نمیدم
معاوضه نمیکنم",4,NA,mobile,1400000,نوت ۵ تک سیم,NA,NA
9291,True,Kermanshah,Saturday 08AM,عکس نذاشتم چون گوشی کوچیکترین خط و خشی نداره یک ماهه خریدم رنگ مشکی دو سیم کارت فورجی الان 590 میفروشن من با دو گارد و گلس که چهل هزار و خورده ای خریدم تقدیم میکنم قیمت آخرشم 490 کمتر نمیدمش برای تخفیفم تماس نگیرید معاوضه هم ندارم,0,NA,mobile,500000,J5 در حدآکبند,NA,NA
9307,False,Karaj,Sunday 08AM,"گوشی کمتر از یه ماه کارکرده، لوازم جانبی (هندزفری و شارژر) اصلا استفاده نشده پلمپ، بدون خط و خش، یدونه خال هم روش پیدا نمی کنی ، آک ، گلس پشت و رو با قاب
تماس از ساعت 13 تا 17",5,NA,mobile,1950000,iphone 6s 16 rose gold LLA,NA,NA
9326,False,Tehran,Saturday 11AM,"بدون خط و خش
در حد
6S-64",0,NA,mobile,2000000,Apple-6s-64,NA,NA
9356,True,Shiraz,Saturday 09AM,"با سلام
گوشی گلکسی مینی 
با اندروید 2.2
دوربین3.2
حافظه داخلی
ساپورت رم تا 64
اتصال به وای فای 
اینترنت H+
دارای بلوتوث 
اتصال به گوگل 
تک سیم کارت
قابلیت نصب برنامه های اندروید
دارای جعبه و شارژر اصلی و سالم
گوشی سالم هست مشکلی نداره
خودم ازش راضی بودم یه مموری هم روش بهتون میدم",2,NA,mobile,80000,گوشی موبایل گلکسی مینی,NA,NA
9664,True,Tehran,Sunday 02PM,در حدد نو با برنامه فول,0,NA,mobile,2500000,گوشی اپل سفید گلد ١٢٨ گیگ,NA,NA
9674,True,Qom,Tuesday 04PM,"گوشی ایفون۶مشکی  امریکایی 
بدون خطوخش ومثل نو
۶۴گیگ
لوازم کامل واصلی
لیبل گلس درجه یک
اپل ایدی
برنامه خریدنی ۴۰تومن
قیمت مقطوووع",2,NA,mobile,1795000,ایفونiphone6 lla64مثل نو,NA,NA
10205,False,Isfahan,Sunday 06AM,"گوشی ازهرنظرعالی۰۰۰بدون خش.
۱۶گیگ رنگ مشکی با گلس پشت و رو۰۰۰
سه تا قابم داره که رایگان به خریدارمیدمشون.
توضیحات کامل.لطفا بابت تخفیف و سوالای بی مورد تماس نگیرین.",0,NA,mobile,950000,فایو اس عالی,NA,NA
10258,True,Tehran,Thursday 06AM,گوشی ztc بسیار تمیز با جعبه لوازم کامل دوربین خوب به علت خریدن گوشی جدید میفروشم حتی تو سایت میتونید مارک معروفشو چک کنید با بدنه فلزی قیمت مقطوع,2,NA,mobile,35000,گوشی موبایل ztc  و 2سیم کارته,NA,NA
10397,True,Mashhad,Sunday 09AM,"گوشی 15 روز استفاده شده با گلس و گارد راک  
ال ال ای آمریکا 64 گیگ",1,NA,mobile,2500000,گوشی موبایل ایفون 6 اس,NA,NA
10413,True,Tabriz,Sunday 12PM,"ایفون 5 ،16گیگ اصل هست من چهار روز هس گرفتم صفر بود بدون کوچکترین نقطه روش.
دلیل فروش :چون تا حالابا ایفون کار نکردم",2,NA,mobile,720000,ایفون 5 نونو فقط فقط چهار روز کار کرده,NA,NA
10428,False,Tehran,Wednesday 02PM,گوشی سالم باوسایل کامل رنگ بژطلایی,0,NA,mobile,300000,سامسونگ گلکسی گرندپریم,NA,NA
10562,True,Tehran,Tuesday 07PM,گوشی کم کارکردبسیارسالم وسلامت خروجی تلوزیون هم داره کارتن وهمه چی کامل,3,NA,mobile,150000,نوکیاn96,NA,NA
10675,False,Kermanshah,Wednesday 06PM,"باسلام
گوشی سالم سالم بدون ی ذره خط وخش بجز ی نقطه پیش دکمه پاورش دوسیم کارت 8گیگ حافظه داخلی دوربین اصلی 13 مگاپیکسل و دوربین جلو 5 مگاپیکسل باطری پلمپ عالی خدایی هنوز باز نشده پشتش صفحه نمایش 5 اینچی اچ دی خداوکیلی گوشی خوب و عالییه",4,NA,mobile,400000,گوشی honor4C,NA,NA
